120,"0,5","0,5",1,BET,Entrada,Odd,P60,P120,P180,P240,P300,P360,P420,P480,P540,P600,P660,P720,P780,P840,P900,P960,P1020,P1080,P1140,P1200,P1260,P1320,P1380,P1440,P1500,P1560,P1620,P1680,P1740,P1800,P1860,P1920,P1980,P1200,Media Movel,Acertos 60,,Media Geral,P120,P240,P360,P480,P600,P720,P840,P960,P1080,P1200,P1320,,P180,P360,P540,P720,P780,P900,P1080,P1260,P1440,,P240,P480,P720,P960,P1200,P1440,P1680,P1920,,P300,P600,P900,P1200,P1500,P1800,,P360,P720,P1080,,,,,Corr,,EntroAtual,EntroPass,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,P(1),P(0),LOG(P(1);2),LOG(P(2);2),,,,,,
1284,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,"0,5000",30,,"0,4490",0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,,,0,0,0,0,1,,,,,0,0,0,1,,,,0,0,0,,"0,6023","0,6595","0,6023","0,6595",,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144"
1285,120,"1,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,,,,,,,,,,,,,,"0,5000",30,,"0,4495",1,1,1,1,1,1,1,0,1,0,,,1,1,1,1,1,1,1,0,,,1,1,1,0,0,,,,,1,1,1,0,,,,1,1,1,,"0,6015","0,6526","0,6015","0,6526",,"0,5917","0,6098","-0,0182",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,0,,,,,18,3,"0,8571428571","0,1428571429","-0,2223924213","-2,807354922",17,3,"0,85","0,15","-0,2344652536","-2,736965594"
1286,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,"0,5000",30,,"0,4491",0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,1,,,0,0,0,1,0,,,,,0,0,0,0,,,,0,0,0,,"0,6021","0,6543","0,6021","0,6543",,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144"
1287,120,"1,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,,,,,,,,,,,,,,"0,5000",30,,"0,4495",1,1,1,1,1,1,1,0,0,1,,,1,1,1,1,1,1,0,1,,,1,1,1,0,1,,,,,1,1,1,1,,,,1,1,0,,"0,6013","0,6548","0,6013","0,6548",,"0,5917","0,6098","-0,0182",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,0,2,,,,,18,3,"0,8571428571","0,1428571429","-0,2223924213","-2,807354922",17,3,"0,85","0,15","-0,2344652536","-2,736965594"
1288,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,"0,5000",30,,"0,4492",0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,1,0,,,,,0,0,0,0,,,,0,0,0,,"0,6013","0,6438","0,6013","0,6438",,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
1289,120,"1,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,,,,,,,,,,,,,,"0,5000",30,,"0,4496",1,1,1,1,1,1,1,0,1,1,,,1,1,1,1,1,1,1,1,,,1,1,1,0,1,,,,,1,1,1,1,,,,1,1,1,,"0,6005","0,6548","0,6005","0,6548",,"0,5917","0,6098","-0,0182",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,0,2,,,,,18,3,"0,8571428571","0,1428571429","-0,2223924213","-2,807354922",17,3,"0,85","0,15","-0,2344652536","-2,736965594"
1290,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,,,,,,,,,,,,,,"0,5000",30,,"0,4493",0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,1,1,,,0,0,0,0,0,,,,,0,0,0,0,,,,0,0,1,,"0,6006","0,6438","0,6006","0,6438",,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
1291,120,"1,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,"0,5000",30,,"0,4497",1,1,1,1,1,1,1,0,0,0,,,1,1,1,1,1,1,0,0,,,1,1,1,0,0,,,,,1,1,1,0,,,,1,1,0,,"0,5998","0,6668","0,5998","0,6668",,"0,5917","0,6098","-0,0182",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,0,,,,,18,3,"0,8571428571","0,1428571429","-0,2223924213","-2,807354922",17,3,"0,85","0,15","-0,2344652536","-2,736965594"
1292,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,,,,,,,,,,,,,,"0,5000",30,,"0,4493",0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,1,,,0,0,0,1,0,,,,,0,0,0,0,,,,0,0,0,,"0,5998","0,6502","0,5998","0,6502",,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
1293,120,"1,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,,,,,,,,,,,,,,"0,5000",30,,"0,4498",1,1,1,1,1,1,1,1,0,1,,,1,1,1,1,1,1,0,0,,,1,1,1,1,1,,,,,1,1,1,1,,,,1,1,0,,"0,5990","0,6741","0,5990","0,6741",,"0,5917","0,6098","-0,0182",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,2,,,,,18,3,"0,8571428571","0,1428571429","-0,2223924213","-2,807354922",17,3,"0,85","0,15","-0,2344652536","-2,736965594"
1294,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,"0,5000",30,,"0,4494",0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,1,0,,,,,0,0,0,0,,,,0,0,0,,"0,5996","0,6751","0,5996","0,6751",,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144"
1295,120,"1,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,,,,,,,,,,,,,,"0,5000",30,,"0,4498",1,1,1,1,1,1,1,0,1,1,,,1,1,1,1,1,1,1,0,,,1,1,1,0,1,,,,,1,1,1,1,,,,1,1,1,,"0,5979","0,6591","0,5979","0,6591",,"0,4537","0,4690","-0,0153",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,,,,,19,2,"0,9047619048","0,09523809524","-0,1443899093","-3,392317423",18,2,"0,9","0,1","-0,1520030934","-3,321928095"
1296,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,"0,5000",30,,"0,4495",0,0,0,0,0,0,0,0,1,1,,,0,0,0,0,0,0,1,0,,,0,0,0,0,1,,,,,0,0,0,1,,,,0,0,1,,"0,5984","0,6574","0,5984","0,6574",,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
1297,120,"1,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,"0,5000",30,,"0,4499",1,1,1,1,1,1,1,0,0,0,,,1,1,1,1,1,1,0,0,,,1,1,1,0,0,,,,,1,1,1,0,,,,1,1,0,,"0,5984","0,6657","0,5984","0,6657",,"0,7919","0,8113","-0,0194",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,,,,,16,5,"0,7619047619","0,2380952381","-0,3923174228","-2,070389328",15,5,"0,75","0,25","-0,4150374993",-2
1298,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,"0,5000",30,,"0,4496",0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,1,0,,,,,0,0,0,0,,,,0,0,0,,"0,5988","0,6574","0,5988","0,6574",,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
1299,120,"1,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,"0,5000",30,,"0,4500",1,1,1,1,1,1,1,1,0,0,,,1,1,1,1,1,1,0,0,,,1,1,1,1,0,,,,,1,1,1,0,,,,1,1,0,,"0,5986","0,6640","0,5986","0,6640",,"0,7025","0,7219","-0,0195",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,,,,,17,4,"0,8095238095","0,1904761905","-0,3048545815","-2,392317423",16,4,"0,8","0,2","-0,3219280949","-2,321928095"
1300,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,"0,5000",30,,"0,4497",0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,1,1,,,0,0,0,0,0,,,,,0,0,0,0,,,,0,0,1,,"0,5992","0,6632","0,5992","0,6632",,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144"
1301,120,"1,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,,,,,,,,,,,,,,"0,5000",30,,"0,4501",1,1,1,1,1,1,1,0,1,1,,,1,1,1,1,1,1,1,0,,,1,1,1,0,1,,,,,1,1,1,1,,,,1,1,1,,"0,5975","0,6556","0,5975","0,6556",,"0,4537","0,4690","-0,0153",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,2,,,,,19,2,"0,9047619048","0,09523809524","-0,1443899093","-3,392317423",18,2,"0,9","0,1","-0,1520030934","-3,321928095"
1302,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,"0,5000",30,,"0,4497",0,0,0,0,0,0,0,1,1,0,,,0,0,0,0,0,0,1,0,,,0,0,0,1,0,,,,,0,0,0,0,,,,0,0,1,,"0,5979","0,6529","0,5979","0,6529",,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
1303,120,"1,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,"0,5000",30,,"0,4502",1,1,1,1,1,1,1,1,0,0,,,1,1,1,1,1,1,0,0,,,1,1,1,1,0,,,,,1,1,1,0,,,,1,1,0,,"0,5977","0,6602","0,5977","0,6602",,"0,7025","0,7219","-0,0195",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,,,,,17,4,"0,8095238095","0,1904761905","-0,3048545815","-2,392317423",16,4,"0,8","0,2","-0,3219280949","-2,321928095"
1304,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,"0,5000",30,,"0,4498",0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,1,0,,,,,0,0,0,0,,,,0,0,0,,"0,5977","0,6397","0,5977","0,6397",,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
1305,120,"1,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,,,,,,,,,,,,,,"0,5000",30,,"0,4502",1,1,1,1,1,1,1,0,1,0,,,1,1,1,1,1,1,1,0,,,1,1,1,0,0,,,,,1,1,1,0,,,,1,1,1,,"0,5970","0,6541","0,5970","0,6541",,"0,5917","0,6098","-0,0182",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,1,,,,,18,3,"0,8571428571","0,1428571429","-0,2223924213","-2,807354922",17,3,"0,85","0,15","-0,2344652536","-2,736965594"
1306,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,"0,5000",30,,"0,4499",0,0,0,0,0,0,0,0,1,1,,,0,0,0,0,0,0,1,0,,,0,0,0,0,1,,,,,0,0,0,1,,,,0,0,1,,"0,5970","0,6348","0,5970","0,6348",,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
1307,120,"1,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,,,,,,,,,,,,,,"0,5000",30,,"0,4503",1,1,1,1,1,1,1,1,0,0,,,1,1,1,1,1,1,0,1,,,1,1,1,1,0,,,,,1,1,1,0,,,,1,1,0,,"0,5962","0,6496","0,5962","0,6496",,"0,5917","0,6098","-0,0182",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,0,,,,,18,3,"0,8571428571","0,1428571429","-0,2223924213","-2,807354922",17,3,"0,85","0,15","-0,2344652536","-2,736965594"
1308,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,"0,5000",30,,"0,4500",0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,,,0,0,0,0,1,,,,,0,0,0,1,,,,0,0,0,,"0,5966","0,6465","0,5966","0,6465",,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
1309,120,"1,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,,,,,,,,,,,,,,"0,5000",30,,"0,4504",1,1,1,1,1,1,1,0,0,1,,,1,1,1,1,1,1,0,0,,,1,1,1,0,1,,,,,1,1,1,1,,,,1,1,0,,"0,5959","0,6496","0,5959","0,6496",,"0,5917","0,6098","-0,0182",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,0,2,,,,,18,3,"0,8571428571","0,1428571429","-0,2223924213","-2,807354922",17,3,"0,85","0,15","-0,2344652536","-2,736965594"
1310,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,"0,5000",30,,"0,4500",0,0,0,0,0,0,0,0,1,1,,,0,0,0,0,0,0,1,1,,,0,0,0,0,1,,,,,0,0,0,1,,,,0,0,1,,"0,5963","0,6417","0,5963","0,6417",,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
1311,120,"1,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,"0,5000",30,,"0,4505",1,1,1,1,1,1,1,1,0,0,,,1,1,1,1,1,1,0,0,,,1,1,1,1,0,,,,,1,1,1,0,,,,1,1,0,,"0,5960","0,6616","0,5960","0,6616",,"0,7025","0,7219","-0,0195",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,,,,,17,4,"0,8095238095","0,1904761905","-0,3048545815","-2,392317423",16,4,"0,8","0,2","-0,3219280949","-2,321928095"
1312,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,"0,5000",30,,"0,4501",0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,,,0,0,0,0,1,,,,,0,0,0,1,,,,0,0,0,,"0,5966","0,6605","0,5966","0,6605",,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144"
1313,120,"1,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,,,,,,,,,,,,,,"0,5000",30,,"0,4505",1,1,1,1,1,1,1,1,0,1,,,1,1,1,1,1,1,0,0,,,1,1,1,1,1,,,,,1,1,1,1,,,,1,1,0,,"0,5950","0,6462","0,5950","0,6462",,"0,4537","0,4690","-0,0153",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,,,,,19,2,"0,9047619048","0,09523809524","-0,1443899093","-3,392317423",18,2,"0,9","0,1","-0,1520030934","-3,321928095"
1314,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,"0,5000",30,,"0,4502",0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,,,0,0,0,0,1,,,,,0,0,0,1,,,,0,0,0,,"0,5954","0,6420","0,5954","0,6420",,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
1315,120,"1,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,,,,,,,,,,,,,,"0,5000",30,,"0,4506",1,1,1,1,1,1,1,1,1,0,,,1,1,1,1,1,1,1,0,,,1,1,1,1,0,,,,,1,1,1,0,,,,1,1,1,,"0,5946","0,6462","0,5946","0,6462",,"0,5917","0,6098","-0,0182",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,0,,,,,18,3,"0,8571428571","0,1428571429","-0,2223924213","-2,807354922",17,3,"0,85","0,15","-0,2344652536","-2,736965594"
1316,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,"0,5000",30,,"0,4503",0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,0,0,0,,,,0,0,0,,"0,5948","0,6440","0,5948","0,6440",,"0,0000","0,0000","0,0000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,0,21,0,1,#NUM!,0,0,20,0,1,#NUM!,0
1317,120,"1,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,,,,,,,,,,,,,,"0,5000",30,,"0,4507",1,1,1,1,1,1,1,1,0,1,,,1,1,1,1,1,1,0,0,,,1,1,1,1,1,,,,,1,1,1,1,,,,1,1,0,,"0,5941","0,6418","0,5941","0,6418",,"0,5917","0,6098","-0,0182",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,2,,,,,18,3,"0,8571428571","0,1428571429","-0,2223924213","-2,807354922",17,3,"0,85","0,15","-0,2344652536","-2,736965594"
1318,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,"0,5000",30,,"0,4503",0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,,,0,0,0,0,1,,,,,0,0,0,1,,,,0,0,0,,"0,5946","0,6416","0,5946","0,6416",,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144"
1319,120,"1,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,,,,,,,,,,,,,,"0,5000",30,,"0,4508",1,1,1,1,1,1,1,1,0,1,,,1,1,1,1,1,1,0,0,,,1,1,1,1,1,,,,,1,1,1,1,,,,1,1,0,,"0,5931","0,6276","0,5931","0,6276",,"0,4537","0,4690","-0,0153",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,,,,,19,2,"0,9047619048","0,09523809524","-0,1443899093","-3,392317423",18,2,"0,9","0,1","-0,1520030934","-3,321928095"
1320,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,,,,,,,,,,,,,"0,5000",30,,"0,4504",0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,1,1,,,0,0,0,0,0,,,,,0,0,0,0,,,,0,0,1,,"0,5935","0,6226","0,5935","0,6226",,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
1321,120,"1,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,,,,,,,,,,,,,"0,5000",30,,"0,4508",1,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,,,,1,1,1,1,,,,1,1,1,,"0,5919","0,6309","0,5919","0,6309",,"0,4537","0,4690","-0,0153",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,2,,,,,19,2,"0,9047619048","0,09523809524","-0,1443899093","-3,392317423",18,2,"0,9","0,1","-0,1520030934","-3,321928095"
1322,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,"0,5000",30,,"0,4505",0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,1,,,0,0,0,0,0,,,,,0,0,0,0,,,,0,0,0,,"0,5921","0,6425","0,5921","0,6425",,"0,0000","0,0000","0,0000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,,,,,0,21,0,1,#NUM!,0,0,20,0,1,#NUM!,0
1323,120,"1,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,,,,,,,,,,,,,"0,5000",30,,"0,4509",1,1,1,1,1,1,1,1,0,0,1,,1,1,1,1,1,1,0,0,,,1,1,1,1,0,,,,,1,1,1,0,,,,1,1,0,,"0,5919","0,6432","0,5919","0,6432",,"0,7025","0,7219","-0,0195",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,,,,,17,4,"0,8095238095","0,1904761905","-0,3048545815","-2,392317423",16,4,"0,8","0,2","-0,3219280949","-2,321928095"
1324,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,"0,5000",30,,"0,4506",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,,,0,0,0,0,1,,,,,0,0,0,1,,,,0,0,0,,"0,5924","0,6414","0,5924","0,6414",,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144"
1325,120,"1,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,,,,,,,,,,,,,"0,5000",30,,"0,4510",1,1,1,1,1,1,1,1,0,1,0,,1,1,1,1,1,1,0,0,,,1,1,1,1,1,,,,,1,1,1,1,,,,1,1,0,,"0,5917","0,6381","0,5917","0,6381",,"0,5917","0,6098","-0,0182",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,,,,18,3,"0,8571428571","0,1428571429","-0,2223924213","-2,807354922",17,3,"0,85","0,15","-0,2344652536","-2,736965594"
1326,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,,,,,,,,,,,,,"0,5000",30,,"0,4506",0,0,0,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,1,1,,,0,0,0,0,1,,,,,0,0,0,1,,,,0,0,1,,"0,5917","0,6152","0,5917","0,6152",,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
1327,120,"1,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,"0,5000",30,,"0,4511",1,1,1,1,1,1,1,1,0,0,0,,1,1,1,1,1,1,0,0,,,1,1,1,1,0,,,,,1,1,1,0,,,,1,1,0,,"0,5915","0,6520","0,5915","0,6520",,"0,7025","0,7219","-0,0195",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,,,,,17,4,"0,8095238095","0,1904761905","-0,3048545815","-2,392317423",16,4,"0,8","0,2","-0,3219280949","-2,321928095"
