50,1,1,2,BET,Entrada,Odd,P60,P120,P180,P240,P300,P360,P420,P480,P540,P600,P660,P720,P780,P840,P900,P960,P1020,P1080,P1140,P1200,P1260,P1320,P1380,P1440,P1500,P1560,P1620,P1680,P1740,P1800,P1860,P1920,P1980,P1200,Media Movel,Acertos 60,,Media Geral,P120,P240,P360,P480,P600,P720,P840,P960,P1080,P1200,P1320,,P180,P360,P540,P720,P780,P900,P1080,P1260,P1440,,P240,P480,P720,P960,P1200,P1440,P1680,P1920,,P300,P600,P900,P1200,P1500,P1800,,P360,P720,P1080,,,,,Corr,,EntroAtual,EntroPass,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,P(1),P(0),LOG(P(1);2),LOG(P(2);2),,,,,,,
2140,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,,,"0,0000",0,,"0,1831",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,,0,0,0,,"0,3204",#DIV/0!,"0,2996",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934",0
2141,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,,,"0,0000",0,,"0,1830",0,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,0,1,,0,0,1,0,0,1,,0,0,0,,"0,3206",#DIV/0!,"0,2997",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,1,0,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536",0
2142,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,,,"0,0000",0,,"0,1829",0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,1,,0,0,0,0,1,0,,0,0,1,,"0,3208",#DIV/0!,"0,2998",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934",0
2143,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,,,"0,0000",0,,"0,1828",0,0,0,0,0,0,0,1,0,1,0,,0,0,0,0,0,0,0,1,1,,0,0,0,1,1,1,0,0,,0,0,0,1,0,0,,0,0,0,,"0,3211",#DIV/0!,"0,3000",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934",0
2144,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,,,"0,0000",0,,"0,1828",0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,1,0,,0,0,0,1,0,0,,0,0,0,,"0,3213",#DIV/0!,"0,3001",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934",0
2145,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,,,"0,0000",0,,"0,1827",0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,1,0,,0,0,0,1,0,0,1,1,,0,0,0,0,1,0,,0,0,0,,"0,3215",#DIV/0!,"0,3002",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
2146,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,,,"0,0000",0,,"0,1826",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,,0,0,0,0,1,1,,0,0,0,,"0,3215",#DIV/0!,"0,3000",#DIV/0!,,"0,0000","0,0000","0,0000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,0,21,0,1,#NUM!,0,0,20,0,1,#NUM!,0,0
2147,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,,,"0,0000",0,,"0,1825",0,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,,0,0,0,0,1,1,,0,0,0,,"0,3217",#DIV/0!,"0,3002",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934",0
2148,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,"0,0000",0,,"0,1824",0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,0,0,1,,"0,3220",#DIV/0!,"0,3003",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934",0
2149,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,,,"0,0000",0,,"0,1823",0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,1,0,0,,0,0,0,0,0,1,,0,0,1,,"0,3222",#DIV/0!,"0,3004",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
2150,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,,,"0,0000",0,,"0,1822",0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,,0,0,0,0,1,1,1,1,,0,0,0,1,0,0,,0,0,0,,"0,3224",#DIV/0!,"0,3006",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934",0
2151,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,,,"0,0000",0,,"0,1822",0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,,0,0,1,,"0,3227",#DIV/0!,"0,3007",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
2152,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,,,"0,0000",0,,"0,1821",0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,1,0,0,,0,0,0,0,0,1,,0,0,1,,"0,3229",#DIV/0!,"0,3008",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
2153,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,,,"0,0000",0,,"0,1820",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,,0,0,0,,"0,3231",#DIV/0!,"0,3009",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536",0
2154,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,,,"0,0000",0,,"0,1819",0,0,0,0,0,0,0,1,1,0,1,,0,0,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,,0,0,1,,"0,3232",#DIV/0!,"0,3010",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536",0
2155,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,,,"0,0000",0,,"0,1818",0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,1,1,,0,0,0,1,0,0,,0,0,0,,"0,3234",#DIV/0!,"0,3012",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934",0
2156,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,"0,0000",0,,"0,1817",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,,0,0,0,,"0,3237",#DIV/0!,"0,3013",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
2157,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,,,"0,0000",0,,"0,1816",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,0,0,0,,"0,3236",#DIV/0!,"0,3011",#DIV/0!,,"0,0000","0,0000","0,0000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,0,21,0,1,#NUM!,0,0,20,0,1,#NUM!,0,0
2158,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,"0,0000",0,,"0,1816",0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,,0,0,0,,"0,3238",#DIV/0!,"0,3012",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536",0
2159,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,,,"0,0000",0,,"0,1815",0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,,0,0,0,0,1,1,0,0,,0,0,0,1,0,0,,0,0,0,,"0,3240",#DIV/0!,"0,3013",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934",0
2160,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,,,"0,0000",0,,"0,1814",0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,0,0,1,,"0,3243",#DIV/0!,"0,3014",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
2161,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,,,"0,0000",0,,"0,1813",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,1,,0,0,0,0,1,0,,0,0,0,,"0,3245",#DIV/0!,"0,3015",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
2162,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,"0,0000",0,,"0,1812",0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,,0,0,0,,"0,3247",#DIV/0!,"0,3017",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934",0
2163,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,"0,0000",0,,"0,1811",0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,,0,0,0,,"0,3249",#DIV/0!,"0,3018",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
2164,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,,,"0,0000",0,,"0,1811",0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,1,0,,0,0,0,0,0,1,,0,0,1,,"0,3252",#DIV/0!,"0,3019",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
2165,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,,,"0,0000",0,,"0,1810",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,1,1,,0,0,0,0,1,1,0,0,,0,0,0,1,0,1,,0,0,0,,"0,3254",#DIV/0!,"0,3020",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
2166,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,,,"0,0000",0,,"0,1809",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,0,0,0,,"0,3256",#DIV/0!,"0,3021",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934",0
2167,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,,,"0,0000",0,,"0,1808",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,1,,0,0,0,0,1,1,0,0,,0,0,0,1,0,1,,0,0,0,,"0,3258",#DIV/0!,"0,3022",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
2168,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,,,"0,0000",0,,"0,1807",0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,1,1,,0,0,0,0,1,1,0,0,,0,0,0,1,1,0,,0,0,0,,"0,3260",#DIV/0!,"0,3023",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
2169,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,,,"0,0000",0,,"0,1806",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,,0,0,0,,"0,3263",#DIV/0!,"0,3024",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
2170,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,,,"0,0000",0,,"0,1806",0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,1,,0,0,0,1,1,0,,0,0,0,,"0,3265",#DIV/0!,"0,3025",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
2171,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,,,"0,0000",0,,"0,1805",0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,1,0,,0,0,0,0,0,1,,0,0,1,,"0,3267",#DIV/0!,"0,3027",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934",0
2172,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,,"0,0000",0,,"0,1804",0,0,0,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,1,0,0,,0,0,0,0,1,0,0,0,,0,0,0,1,1,0,,0,0,1,,"0,3269",#DIV/0!,"0,3028",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536",0
2173,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,,,"0,0000",0,,"0,1803",0,0,0,0,0,0,0,0,1,1,1,,0,0,0,0,0,0,1,1,0,,0,0,0,0,1,0,1,1,,0,0,0,1,1,0,,0,0,1,,"0,3271",#DIV/0!,"0,3029",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934",0
2174,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,,,"0,0000",0,,"0,1802",0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,0,0,1,,"0,3272",#DIV/0!,"0,3031",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536",0
2175,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,,,"0,0000",0,,"0,1801",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,0,0,0,,"0,3272",#DIV/0!,"0,3029",#DIV/0!,,"0,0000","0,0000","0,0000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,0,21,0,1,#NUM!,0,0,20,0,1,#NUM!,0,0
2176,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,,,"0,0000",0,,"0,1801",0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,1,0,,0,0,0,1,1,0,,0,0,0,,"0,3273",#DIV/0!,"0,3030",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536",0
2177,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,,,"0,0000",0,,"0,1800",0,0,0,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,1,0,1,,0,0,0,0,1,1,0,0,,0,0,0,1,1,0,,0,0,1,,"0,3276",#DIV/0!,"0,3031",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934",0
2178,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,,,"0,0000",0,,"0,1799",0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,0,0,0,,"0,3278",#DIV/0!,"0,3032",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
2179,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,,,"0,0000",0,,"0,1798",0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,1,,"0,3280",#DIV/0!,"0,3033",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
2180,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,,,"0,0000",0,,"0,1797",0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0,0,1,,"0,3282",#DIV/0!,"0,3034",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
