125,"2,5","2,5",5,BET,Entrada,Odd,P60,P120,P180,P240,P300,P360,P420,P480,P540,P600,P660,P720,P780,P840,P900,P960,P1020,P1080,P1140,P1200,P1260,P1320,P1380,P1440,P1500,P1560,P1620,P1680,P1740,P1800,P1860,P1920,P1980,P1200,Media Movel,Acertos 60,,Media Geral,P120,P240,P360,P480,P600,P720,P840,P960,P1080,P1200,P1320,,P180,P360,P540,P720,P780,P900,P1080,P1260,P1440,,P240,P480,P720,P960,P1200,P1440,P1680,P1920,,P300,P600,P900,P1200,P1500,P1800,,P360,P720,P1080,,,,,Corr,,EntroAtual,EntroPass,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,P(1),P(0),LOG(P(1);2),LOG(P(2);2),,,,,,,
1608,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,,,,,,,,"0,5000",30,,"0,4462",1,1,1,1,0,0,0,0,0,1,0,,1,1,1,0,0,0,0,0,1,,1,1,0,0,1,1,,,,1,0,0,1,1,,,1,0,0,,"0,2008","0,1819","0,2332","0,1819",,"0,9852","0,9928","-0,0075",2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,3,,,,,12,9,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",11,9,"0,55","0,45","-0,8624964763","-1,152003093",12
1609,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,,,,,,,,,"0,5000",30,,"0,4460",0,0,0,0,1,1,1,1,1,0,1,,0,0,0,1,1,1,1,0,0,,0,0,1,1,0,0,,,,0,1,1,0,1,,,0,1,1,,"0,2001","0,1564","0,2325","0,1564",,"0,9984","1,0000","-0,0016",0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3,0,,,,,10,11,"0,4761904762","0,5238095238","-1,070389328","-0,9328858041",10,10,"0,5","0,5",-1,-1,0
1610,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,,,,,,,,,"0,5000",30,,"0,4463",1,1,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,,1,1,0,0,0,0,,,,1,0,0,0,1,,,1,0,0,,"0,2005","0,1819","0,2329","0,1819",,"0,9984","0,9928","0,0056",2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,,,,,10,11,"0,4761904762","0,5238095238","-1,070389328","-0,9328858041",9,11,"0,45","0,55","-1,152003093","-0,8624964763",10
1611,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,"0,5000",30,,"0,4460",0,0,0,0,1,1,1,1,1,0,0,,0,0,0,1,1,1,1,0,0,,0,0,1,1,0,0,,,,0,1,1,0,0,,,0,1,1,,"0,1999","0,1882","0,2323","0,1882",,"0,9852","0,9928","-0,0075",0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,1,,,,,9,12,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",9,11,"0,45","0,55","-1,152003093","-0,8624964763",0
1612,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,"0,5000",30,,"0,4464",1,1,1,1,0,0,0,0,0,1,0,,1,1,1,0,0,0,0,0,0,,1,1,0,0,1,0,,,,1,0,0,1,1,,,1,0,0,,"0,2003","0,1819","0,2327","0,1819",,"0,9984","1,0000","-0,0016",2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,3,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",10,10,"0,5","0,5",-1,-1,11
1613,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,,,,,,,,,"0,5000",30,,"0,4461",0,0,0,0,1,1,1,1,1,0,1,,0,0,0,1,1,1,1,1,0,,0,0,1,1,0,0,,,,0,1,1,0,1,,,0,1,1,,"0,1996","0,1564","0,2321","0,1564",,"0,9984","1,0000","-0,0016",0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3,1,,,,,10,11,"0,4761904762","0,5238095238","-1,070389328","-0,9328858041",10,10,"0,5","0,5",-1,-1,0
1614,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,,,,,,,,,"0,5000",30,,"0,4464",1,1,1,1,0,0,0,0,0,1,1,,1,1,1,0,0,0,0,0,0,,1,1,0,0,1,0,,,,1,0,0,1,1,,,1,0,0,,"0,2000","0,1819","0,2325","0,1819",,"0,9984","1,0000","-0,0016",2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,2,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",10,10,"0,5","0,5",-1,-1,11
1615,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,,,,,,,,,"0,5000",30,,"0,4462",0,0,0,0,1,1,1,1,1,0,0,,0,0,0,1,1,1,1,0,0,,0,0,1,1,0,0,,,,0,1,1,0,0,,,0,1,1,,"0,1994","0,1882","0,2319","0,1882",,"0,9852","0,9928","-0,0075",0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,,,,,9,12,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",9,11,"0,45","0,55","-1,152003093","-0,8624964763",0
1616,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,"0,5000",30,,"0,4465",1,1,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,,,,1,0,0,0,0,,,1,0,0,,"0,1998","0,1819","0,2323","0,1819",,"0,9984","0,9928","0,0056",2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,1,,,,,10,11,"0,4761904762","0,5238095238","-1,070389328","-0,9328858041",9,11,"0,45","0,55","-1,152003093","-0,8624964763",10
1617,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,,,,,,,,,"0,5000",30,,"0,4462",0,0,0,0,1,1,1,1,1,0,0,,0,0,0,1,1,1,1,0,0,,0,0,1,1,0,0,,,,0,1,1,0,1,,,0,1,1,,"0,1991","0,1925","0,2316","0,1925",,"0,9984","1,0000","-0,0016",0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3,1,,,,,10,11,"0,4761904762","0,5238095238","-1,070389328","-0,9328858041",10,10,"0,5","0,5",-1,-1,0
1618,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,"0,5000",30,,"0,4466",1,1,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,,,,1,0,0,0,1,,,1,0,0,,"0,1995","0,2172","0,2321","0,2172",,"0,9984","1,0000","-0,0016",2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,3,1,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",10,10,"0,5","0,5",-1,-1,11
1619,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,,,,,,,,,"0,5000",30,,"0,4463",0,0,0,0,1,1,1,1,1,1,1,,0,0,0,1,1,1,1,0,0,,0,0,1,1,1,0,,,,0,1,1,1,1,,,0,1,1,,"0,1988","0,1925","0,2314","0,1925",,"0,9984","0,9928","0,0056",0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3,2,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",11,9,"0,55","0,45","-0,8624964763","-1,152003093",0
1620,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,,,,,,,,"0,5000",30,,"0,4466",1,1,1,1,0,0,0,0,0,0,1,,1,1,1,0,0,0,0,1,0,,1,1,0,0,0,0,,,,1,0,0,0,0,,,1,0,0,,"0,1993","0,2172","0,2318","0,2172",,"0,9984","0,9928","0,0056",2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,1,,,,,10,11,"0,4761904762","0,5238095238","-1,070389328","-0,9328858041",9,11,"0,45","0,55","-1,152003093","-0,8624964763",10
1621,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,,,,,,,,"0,5000",30,,"0,4464",0,0,0,0,1,1,1,1,1,0,0,,0,0,0,1,1,1,1,0,0,,0,0,1,1,0,0,,,,0,1,1,0,1,,,0,1,1,,"0,1986","0,1925","0,2311","0,1925",,"0,9984","1,0000","-0,0016",0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,1,,,,,10,11,"0,4761904762","0,5238095238","-1,070389328","-0,9328858041",10,10,"0,5","0,5",-1,-1,0
1622,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,"0,5000",30,,"0,4467",1,1,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,,,,1,0,0,0,0,,,1,0,0,,"0,1990","0,2172","0,2316","0,2172",,"0,9984","0,9928","0,0056",2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,1,,,,,10,11,"0,4761904762","0,5238095238","-1,070389328","-0,9328858041",9,11,"0,45","0,55","-1,152003093","-0,8624964763",10
1623,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,"0,5000",30,,"0,4464",0,0,0,0,1,1,1,1,1,0,0,,0,0,0,1,1,1,1,0,0,,0,0,1,1,0,0,,,,0,1,1,0,0,,,0,1,1,,"0,1984","0,2608","0,2310","0,2608",,"0,9852","0,9928","-0,0075",0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,0,,,,,9,12,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",9,11,"0,45","0,55","-1,152003093","-0,8624964763",0
1624,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,,,,,,,"0,5000",30,,"0,4468",1,1,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,,,,1,0,0,0,1,,,1,0,0,,"0,1988","0,2534","0,2314","0,2534",,"0,9984","1,0000","-0,0016",2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",10,10,"0,5","0,5",-1,-1,11
1625,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,,,,,,,,"0,5000",30,,"0,4465",0,0,0,0,0,1,1,1,1,0,0,,0,0,0,1,1,1,1,0,0,,0,0,1,1,0,0,,,,0,0,1,0,1,,,0,1,1,,"0,1982","0,2608","0,2308","0,2608",,"0,9852","0,9928","-0,0075",0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,,,,,9,12,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",9,11,"0,45","0,55","-1,152003093","-0,8624964763",0
1626,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,,,,,,,,"0,5000",30,,"0,4468",1,1,1,1,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,1,,1,1,0,0,0,1,,,,1,1,0,0,1,,,1,0,0,,"0,1986","0,2172","0,2312","0,2172",,"0,9852","0,9928","-0,0075",2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,0,,,,,12,9,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",11,9,"0,55","0,45","-0,8624964763","-1,152003093",12
1627,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,,,,,,,,"0,5000",30,,"0,4466",0,0,0,0,0,1,1,1,1,0,0,,0,0,0,1,1,1,1,1,0,,0,0,1,1,0,0,,,,0,0,1,0,0,,,0,1,1,,"0,1981","0,2414","0,2307","0,2414",,"0,9587","0,9710","-0,0122",0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,,,,,8,13,"0,380952381","0,619047619","-1,392317423","-0,6918777046",8,12,"0,4","0,6","-1,321928095","-0,7369655942",0
1628,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,"0,5000",30,,"0,4469",1,1,1,1,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,,,,1,1,0,0,0,,,1,0,0,,"0,1985","0,2370","0,2311","0,2370",,"0,9984","1,0000","-0,0016",2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",10,10,"0,5","0,5",-1,-1,11
1629,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,,,,,,,,"0,5000",30,,"0,4466",0,0,0,0,0,1,1,1,1,1,1,,0,0,0,1,1,1,1,1,0,,0,0,1,1,1,0,,,,0,0,1,1,0,,,0,1,1,,"0,1979","0,2414","0,2305","0,2414",,"0,9852","0,9928","-0,0075",0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,3,,,,,9,12,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",9,11,"0,45","0,55","-1,152003093","-0,8624964763",0
1630,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,,,,,,,,"0,5000",30,,"0,4470",1,1,1,1,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,,1,1,0,0,0,0,,,,1,1,0,0,0,,,1,0,0,,"0,1982","0,2359","0,2309","0,2359",,"0,9852","0,9928","-0,0075",2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,0,,,,,12,9,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",11,9,"0,55","0,45","-0,8624964763","-1,152003093",12
1631,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,,,,,,,,"0,5000",30,,"0,4467",0,0,0,0,0,1,1,1,1,1,0,,0,0,0,1,1,1,1,1,1,,0,0,1,1,1,1,,,,0,0,1,1,0,,,0,1,1,,"0,1976","0,2414","0,2302","0,2414",,"0,9984","1,0000","-0,0016",0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,3,2,,,,,10,11,"0,4761904762","0,5238095238","-1,070389328","-0,9328858041",10,10,"0,5","0,5",-1,-1,0
1632,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,"0,5000",30,,"0,4470",1,1,1,1,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,1,,1,1,0,0,0,1,,,,1,1,0,0,0,,,1,0,0,,"0,1980","0,2644","0,2306","0,2644",,"0,9984","1,0000","-0,0016",2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,0,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",10,10,"0,5","0,5",-1,-1,11
1633,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,,,,,,,,"0,5000",30,,"0,4468",0,0,0,0,0,1,1,1,1,1,0,,0,0,0,1,1,1,1,0,0,,0,0,1,1,1,0,,,,0,0,1,1,1,,,0,1,1,,"0,1974","0,2679","0,2300","0,2679",,"0,9852","0,9928","-0,0075",0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,2,,,,,9,12,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",9,11,"0,45","0,55","-1,152003093","-0,8624964763",0
1634,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,"0,5000",30,,"0,4471",1,1,1,1,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,,1,1,0,0,0,0,,,,1,1,0,0,0,,,1,0,0,,"0,1978","0,2644","0,2305","0,2644",,"0,9984","1,0000","-0,0016",2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",10,10,"0,5","0,5",-1,-1,11
1635,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,,,,,,,,"0,5000",30,,"0,4468",0,0,0,0,0,1,1,1,1,0,0,,0,0,0,1,1,1,1,1,0,,0,0,1,1,0,0,,,,0,0,1,0,0,,,0,1,1,,"0,1972","0,2679","0,2299","0,2679",,"0,9852","0,9928","-0,0075",0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,,,,,9,12,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",9,11,"0,45","0,55","-1,152003093","-0,8624964763",0
1636,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,,,,,"0,5000",30,,"0,4472",1,1,1,1,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,,1,1,0,0,0,0,,,,1,1,0,0,0,,,1,0,0,,"0,1976","0,2918","0,2303","0,2918",,"0,9984","1,0000","-0,0016",2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",10,10,"0,5","0,5",-1,-1,11
1637,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,,,,,,,,"0,5000",30,,"0,4469",0,0,0,0,0,1,1,1,1,1,0,,0,0,0,1,1,1,1,0,1,,0,0,1,1,1,1,,,,0,0,1,1,0,,,0,1,1,,"0,1969","0,2679","0,2296","0,2679",,"0,9984","1,0000","-0,0016",0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3,,,,,10,11,"0,4761904762","0,5238095238","-1,070389328","-0,9328858041",10,10,"0,5","0,5",-1,-1,0
1638,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,"0,5000",30,,"0,4472",1,1,1,1,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,,,,1,1,0,0,1,,,1,0,0,,"0,1973","0,2918","0,2301","0,2918",,"0,9984","1,0000","-0,0016",2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",10,10,"0,5","0,5",-1,-1,11
1639,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,,,,,,,,"0,5000",30,,"0,4470",0,0,0,0,0,1,1,1,1,1,0,,0,0,0,1,1,1,1,1,0,,0,0,1,1,1,0,,,,0,0,1,1,1,,,0,1,1,,"0,1967","0,2679","0,2294","0,2679",,"0,9984","1,0000","-0,0016",0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3,,,,,10,11,"0,4761904762","0,5238095238","-1,070389328","-0,9328858041",10,10,"0,5","0,5",-1,-1,0
1640,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,"0,5000",30,,"0,4473",1,1,1,1,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,,,,1,1,0,0,0,,,1,0,0,,"0,1971","0,2918","0,2298","0,2918",,"0,9984","1,0000","-0,0016",2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",10,10,"0,5","0,5",-1,-1,11
1641,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,,,,,,,,"0,5000",30,,"0,4470",0,0,0,0,0,1,1,1,1,0,1,,0,0,0,1,1,1,1,0,1,,0,0,1,1,0,1,,,,0,0,1,0,0,,,0,1,1,,"0,1965","0,2945","0,2292","0,2945",,"0,9852","0,9928","-0,0075",0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,,,,,9,12,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",9,11,"0,45","0,55","-1,152003093","-0,8624964763",0
1642,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,"0,5000",30,,"0,4474",1,1,1,1,1,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,0,,1,1,0,0,1,0,,,,1,1,0,1,0,,,1,0,0,,"0,1968","0,2635","0,2296","0,2635",,"0,9852","0,9928","-0,0075",2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,3,,,,,12,9,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",11,9,"0,55","0,45","-0,8624964763","-1,152003093",12
1643,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,"0,5000",30,,"0,4471",0,0,0,0,0,1,1,1,1,1,0,,0,0,0,1,1,1,1,0,0,,0,0,1,1,1,0,,,,0,0,1,1,0,,,0,1,1,,"0,1962","0,2679","0,2289","0,2679",,"0,9984","1,0000","-0,0016",0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,,,,,10,11,"0,4761904762","0,5238095238","-1,070389328","-0,9328858041",10,10,"0,5","0,5",-1,-1,0
1644,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,"0,5000",30,,"0,4474",1,1,1,1,1,0,0,0,0,1,0,,1,1,1,0,0,0,0,1,0,,1,1,0,0,1,0,,,,1,1,0,1,0,,,1,0,0,,"0,1965","0,2635","0,2293","0,2635",,"0,9852","0,9928","-0,0075",2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,3,,,,,12,9,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",11,9,"0,55","0,45","-0,8624964763","-1,152003093",12
1645,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,,,,,,,,"0,5000",30,,"0,4471",0,0,0,0,0,1,1,1,1,0,0,,0,0,0,1,1,1,1,0,1,,0,0,1,1,0,1,,,,0,0,1,0,1,,,0,1,1,,"0,1959","0,2945","0,2287","0,2945",,"0,9852","0,9928","-0,0075",0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,,,,,9,12,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",9,11,"0,45","0,55","-1,152003093","-0,8624964763",0
1646,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,"0,5000",30,,"0,4475",1,1,1,1,1,0,0,0,0,0,1,,1,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,,,,1,1,0,0,0,,,1,0,0,,"0,1963","0,2918","0,2291","0,2918",,"0,9984","1,0000","-0,0016",2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",10,10,"0,5","0,5",-1,-1,11
1647,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,,,,,,,,"0,5000",30,,"0,4472",0,0,0,0,0,1,1,1,1,1,0,,0,0,0,1,1,1,1,0,0,,0,0,1,1,1,0,,,,0,0,1,1,0,,,0,1,1,,"0,1957","0,2679","0,2285","0,2679",,"0,9984","1,0000","-0,0016",0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3,,,,,10,11,"0,4761904762","0,5238095238","-1,070389328","-0,9328858041",10,10,"0,5","0,5",-1,-1,0
1648,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,,,,,,,,"0,5000",30,,"0,4475",1,1,1,1,1,0,0,0,0,1,1,,1,1,1,0,0,0,0,0,0,,1,1,0,0,1,0,,,,1,1,0,1,1,,,1,0,0,,"0,1960","0,2635","0,2288","0,2635",,"0,9852","0,9928","-0,0075",2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,,,,,12,9,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",11,9,"0,55","0,45","-0,8624964763","-1,152003093",12
1649,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,,,,,,,,"0,5000",30,,"0,4473",0,0,0,0,0,1,1,1,1,1,0,,0,0,0,1,1,1,1,1,1,,0,0,1,1,1,1,,,,0,0,1,1,0,,,0,1,1,,"0,1954","0,2388","0,2282","0,2388",,"0,9984","1,0000","-0,0016",0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3,,,,,10,11,"0,4761904762","0,5238095238","-1,070389328","-0,9328858041",10,10,"0,5","0,5",-1,-1,0
1650,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,,,,,,,,"0,5000",30,,"0,4476",1,1,1,1,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,1,,1,1,0,0,0,1,,,,1,1,0,0,1,,,1,0,0,,"0,1958","0,2635","0,2286","0,2635",,"0,9984","1,0000","-0,0016",2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",10,10,"0,5","0,5",-1,-1,11
